,ID_VICTIMA,FECHA,AÑO,DIA_SEMANA,HORA,DEPARTAMENTO,JURISDICCION,LUGAR,MOTIVO_APARENTE,ARMAREC,PROCESADOS,MENORESCINICIOPROC,ACLARADO,SEXO,EDADCALC,ANTECEDENTES,ANTECEDENTESPORESTUPEFACIENTES,REL_VICT_AGRES,MES_NUMERO,TRIMESTRE_NUMERO,DIA_SEMANA_NUMERO,RANGO_EDAD
305,BDA1148046,31.03.2017,2017.0,VIERNES,16,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,21,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,5,20 - 25
306,BDA1191474,01.04.2017,2017.0,SABADO,22,MONTEVIDEO,SECCIONAL 19,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,17,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,4,2,6,15 - 20
307,BDA1198670,02.04.2017,2017.0,DOMINGO,4,MONTEVIDEO,SECCIONAL 23,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,19,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,4,2,7,15 - 20
308,BDA139602,29.03.2017,2017.0,MIERCOLES,13,MONTEVIDEO,SECCIONAL 9,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,20,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,3,1,3,20 - 25
309,BDA148758,29.03.2017,2017.0,MIERCOLES,17,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,CON MENORES C/INICIO PROC.,ACLARADO,HOMBRE,18,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,3,15 - 20
310,BDB1103030,09.03.2017,2017.0,JUEVES,21,CANELONES,SECCIONAL 26,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,31,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,SIN RELACION,3,1,4,30 - 35
311,BDB1110576,10.03.2017,2017.0,VIERNES,6,FLORES,SECCIONAL 1,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,31,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,5,30 - 35
312,BDB159756,09.03.2017,2017.0,JUEVES,3,MONTEVIDEO,SECCIONAL 19,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,28,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,4,25 - 30
313,BDD171176,03.04.2017,2017.0,LUNES,13,ARTIGAS,SECCIONAL 1,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,78,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,4,2,1,75 - 80
314,BDI174496,21.03.2017,2017.0,MARTES,15,MONTEVIDEO,SECCIONAL 24,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,23,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,2,20 - 25
315,BDM1108610,18.03.2017,2017.0,SABADO,7,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,36,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,6,35 - 40
316,BDM1111704,18.03.2017,2017.0,SABADO,10,MONTEVIDEO,SECCIONAL 13,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,40,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,6,40 - 45
317,BDM1140530,19.03.2017,2017.0,DOMINGO,10,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,30,SIN ANTECEDENTES,SIN ANTECEDENTES,FAMILIAR,3,1,7,30 - 35
318,BDM188632,17.03.2017,2017.0,VIERNES,14,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,25,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,5,25 - 30
319,BDO123260,24.03.2017,2017.0,VIERNES,19,MONTEVIDEO,SECCIONAL 13,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA DE FUEGO,AUTOR MAYOR FALLECIDO,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,20,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,3,1,5,20 - 25
320,BDO192672,27.03.2017,2017.0,LUNES,24,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,23,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,1,20 - 25
321,BDP1144264,14.03.2017,2017.0,MARTES,21,MONTEVIDEO,SECCIONAL 14,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,24,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,2,20 - 25
322,BDP124998,12.03.2017,2017.0,DOMINGO,16,MONTEVIDEO,SECCIONAL 23,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,23,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,7,20 - 25
323,BDP131760,12.03.2017,2017.0,DOMINGO,20,MONTEVIDEO,SECCIONAL 25,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,25,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,3,1,7,25 - 30
324,BDP190336,13.03.2017,2017.0,LUNES,21,MONTEVIDEO,SECCIONAL 18,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,45,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,1,45 - 50
325,BDT117692,27.02.2017,2017.0,LUNES,21,CANELONES,SECCIONAL 3,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,23,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,PAREJA/EX PAREJA,2,1,1,20 - 25
326,BDT119274,28.02.2017,2017.0,MARTES,7,TREINTA Y TRES,SECCIONAL 9,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,65,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,2,1,2,65 - 70
327,BDT152734,28.02.2017,2017.0,MARTES,20,MONTEVIDEO,SECCIONAL 12,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,OTROS MOTIVOS,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,30,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,2,1,2,30 - 35
328,BDT16226,27.02.2017,2017.0,LUNES,20,CANELONES,SECCIONAL 21,LOCAL COMERCIAL,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,16,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,2,1,1,15 - 20
329,BDW17938,03.03.2017,2017.0,VIERNES,16,MONTEVIDEO,SECCIONAL 15,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,SIN PROCESADOS,CON MENORES C/INICIO PROC.,ACLARADO,HOMBRE,20,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,5,20 - 25
330,BDW180024,05.03.2017,2017.0,DOMINGO,18,MONTEVIDEO,SECCIONAL 15,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,35,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,3,1,7,35 - 40
331,BFA1160720,25.12.2015,2015.0,VIERNES,1,MONTEVIDEO,SECCIONAL 17,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,35,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,5,35 - 40
332,BFA1163744,25.12.2015,2015.0,VIERNES,6,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,36,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,5,35 - 40
333,BFA145612,21.12.2015,2015.0,LUNES,10,MONTEVIDEO,SECCIONAL 17,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA DE FUEGO,AUTOR MAYOR FALLECIDO,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,44,ANTECEDENTES POR DELITOS NO VIOLENTOS,CON ANTECEDENTES,AMIGO/CONOCIDO,12,4,1,40 - 45
334,BFA245612,21.12.2015,2015.0,LUNES,10,MONTEVIDEO,SECCIONAL 17,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA DE FUEGO,AUTOR MAYOR FALLECIDO,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,69,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,12,4,1,65 - 70
335,BFA159444,21.12.2015,2015.0,LUNES,23,MONTEVIDEO,SECCIONAL 18,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,27,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,1,25 - 30
336,BFA188242,22.12.2015,2015.0,MARTES,19,FLORIDA,SECCIONAL 12,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,51,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,2,50 - 55
337,BFB120476,23.11.2015,2015.0,LUNES,24,MONTEVIDEO,SECCIONAL 24,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,18,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,1,15 - 20
338,BFB164576,24.11.2015,2015.0,MARTES,4,CANELONES,SECCIONAL 28,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,38,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,2,35 - 40
339,BFB197784,24.11.2015,2015.0,MARTES,20,ARTIGAS,SECCIONAL 1,RESIDENCIA,OTROS MOTIVOS,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,48,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,2,45 - 50
340,BFD1110086,29.12.2015,2015.0,MARTES,23,TACUAREMBO,SECCIONAL 5,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,28,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,12,4,2,25 - 30
341,BFD1169600,01.01.2016,2016.0,VIERNES,24,RIVERA,SECCIONAL 10,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,29,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,1,1,5,25 - 30
342,BFD1172694,01.01.2016,2016.0,VIERNES,1,MONTEVIDEO,SECCIONAL 12,RESIDENCIA,OTROS MOTIVOS,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,57,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,FAMILIAR,1,1,5,55 - 60
343,BFD1190012,01.01.2016,2016.0,VIERNES,21,MONTEVIDEO,SECCIONAL 18,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,27,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,1,1,5,25 - 30
344,BFD125512,27.12.2015,2015.0,DOMINGO,22,MONTEVIDEO,SECCIONAL 19,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,37,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,7,35 - 40
345,BFD135284,27.12.2015,2015.0,DOMINGO,22,MONTEVIDEO,SECCIONAL 18,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,17,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,7,15 - 20
346,BFD235284,27.12.2015,2015.0,DOMINGO,22,MONTEVIDEO,SECCIONAL 18,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,20,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,7,20 - 25
347,BFD146918,22.12.2015,2015.0,MARTES,23,TREINTA Y TRES,SECCIONAL 1,RESIDENCIA,RAPIÑA / HURTO / COPAMIENTO,OBJETO PESADO / CONTUNDENTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,53,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,2,50 - 55
348,BFF1123644,07.11.2015,2015.0,SABADO,22,MONTEVIDEO,SECCIONAL 24,RESIDENCIA,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,52,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,SIN RELACION,11,4,6,50 - 55
349,BFF119442,05.11.2015,2015.0,JUEVES,4,TACUAREMBO,SECCIONAL 3,BARES/ CANTINAS/ CLUBES NOCTURNOS Y SIMILARES,VIOLENCIA DOMESTICA Y ASOCIADOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,42,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,4,40 - 45
350,BFF219442,05.11.2015,2015.0,JUEVES,4,TACUAREMBO,SECCIONAL 3,BARES/ CANTINAS/ CLUBES NOCTURNOS Y SIMILARES,VIOLENCIA DOMESTICA Y ASOCIADOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,30,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,11,4,4,30 - 35
351,BFF136438,05.11.2015,2015.0,JUEVES,11,MONTEVIDEO,SECCIONAL 15,LOCAL COMERCIAL,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,72,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,4,70 - 75
352,BFI1155028,12.12.2015,2015.0,SABADO,20,CANELONES,SECCIONAL 28,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,40,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,6,40 - 45
353,BFM1113780,06.12.2015,2015.0,DOMINGO,7,MONTEVIDEO,SECCIONAL 13,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,OTROS MOTIVOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,21,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,7,20 - 25
354,BFM1149928,28.11.2015,2015.0,SABADO,17,RIO NEGRO,SECCIONAL 12,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,OBJETO PESADO / CONTUNDENTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,73,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,6,70 - 75
355,BFM1170816,07.12.2015,2015.0,LUNES,23,MONTEVIDEO,SECCIONAL 14,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,56,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,1,55 - 60
356,BFM117628,03.12.2015,2015.0,JUEVES,10,MONTEVIDEO,SECCIONAL 21,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,39,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,4,35 - 40
357,BFM1196436,08.12.2015,2015.0,MARTES,13,COLONIA,SECCIONAL 6,RESIDENCIA,RAPIÑA / HURTO / COPAMIENTO,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,55,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,2,55 - 60
358,BFM141470,04.12.2015,2015.0,VIERNES,5,MONTEVIDEO,SECCIONAL 22,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,OTRAS ARMAS,CON PROCESADOS,CON MENORES C/INICIO PROC.,ACLARADO,HOMBRE,40,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,5,40 - 45
359,BFM186606,05.12.2015,2015.0,SABADO,13,ROCHA,SECCIONAL 5,RESIDENCIA,RAPIÑA / HURTO / COPAMIENTO,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,61,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,12,4,6,60 - 65
360,BFM195244,04.12.2015,2015.0,VIERNES,17,CANELONES,SECCIONAL 7,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,38,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,5,35 - 40
361,BFO1131204,18.12.2015,2015.0,VIERNES,1,MONTEVIDEO,SECCIONAL 19,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,35,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,5,35 - 40
362,BFO1164734,18.12.2015,2015.0,VIERNES,21,MONTEVIDEO,SECCIONAL 17,LOCAL COMERCIAL,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,SIN PROCESADOS,CON MENORES C/INICIO PROC.,ACLARADO,HOMBRE,22,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,5,20 - 25
363,BFO1164916,18.12.2015,2015.0,VIERNES,22,CANELONES,SECCIONAL 27,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,38,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,5,35 - 40
364,BFO179656,16.12.2015,2015.0,MIERCOLES,12,MONTEVIDEO,SECCIONAL 21,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,20,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,3,20 - 25
365,BFO183562,16.12.2015,2015.0,MIERCOLES,14,MALDONADO,SECCIONAL 2,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,CORTO / PUNZANTE,AUTOR MAYOR FALLECIDO,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,45,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,12,4,3,45 - 50
366,BFO195658,16.12.2015,2015.0,MIERCOLES,23,MONTEVIDEO,SECCIONAL 22,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,28,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,3,25 - 30
367,BFO196162,16.12.2015,2015.0,MIERCOLES,23,MONTEVIDEO,SECCIONAL 19,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,23,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,3,20 - 25
368,BFP1123436,01.12.2015,2015.0,MARTES,5,TREINTA Y TRES,SECCIONAL 9,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,34,SIN ANTECEDENTES,SIN ANTECEDENTES,FAMILIAR,12,4,2,30 - 35
